filename,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,manual_quality,pred_orig_yolo_clf,pred_recon_yolo_clf
./cropped_plates/train\plate\LicensePlate_107.jpg,-0.048767697,-0.80915314,-0.027023796,-1.136201,0.6582283,-0.27070442,-0.0087548485,0.015156243,-0.49087542,0.09292172,0.011504771,1.4323335,0.7030708,0.078439295,-0.062803775,0.19165213,0.032569923,-0.02622541,0.7289313,0.02107609,0.36822724,0.3751644,-0.0053103548,-0.6134306,-1.2013905,0.624912,0.34614265,-0.073325664,-0.24958867,-0.30601317,-0.2967255,-0.048803374,0.010841213,1.5276569,0.26744032,-0.85222065,-0.031728514,1.6959208,0.36842448,-0.011835765,-0.35801136,-0.9796414,-0.030901052,1.5730461,0.09877648,-0.84113455,-0.11058075,-0.016216949,-0.7977555,-0.07033276,0.5489956,-0.2605379,0.004515712,-0.119054556,2.5736842,-0.0458096,-0.6714577,-2.2106187,-0.0044484288,-0.52736235,-0.82627094,0.0351628,0.032537896,0.94801754,1,S,
./cropped_plates/train\plate\LicensePlate_108.jpg,-0.0403131,-0.5551505,-0.033247035,1.1238283,-0.9074213,-0.17144772,-0.029078946,-0.026966918,-0.9396159,0.0021011285,0.088019215,-0.76406544,-0.3178975,0.43149593,-0.11562833,-0.23210886,0.05560016,0.02584231,0.3299643,-0.010845759,0.6049361,2.123114,0.033917964,0.1305927,-0.8628061,1.3866887,-0.38737896,-0.15846997,-0.7765188,-0.5119964,-0.5356296,0.031364657,-0.06316554,-1.4298917,0.24701242,0.8052228,-0.019166086,-1.3880423,-0.17694691,0.040694974,-0.08552193,-0.3520249,-0.0023218235,1.0663742,0.037746795,1.6930026,1.272476,-0.046943728,-1.3900771,-0.024184689,-0.32866666,0.30038172,-0.0040145274,0.01723639,1.072134,-0.012008658,0.9225212,0.28392452,0.70583457,-0.25652,-1.33613,-0.01959344,0.027453307,-0.9188772,4,TN7ZAL507Z,TW74AL50ZZ
./cropped_plates/train\plate\LicensePlate_109.jpg,-0.007970484,-0.41118252,-0.00909653,1.7875577,0.5916038,-1.046018,0.05931423,0.022983175,0.1083136,-0.03518186,-0.08285237,1.6106687,0.92920256,0.0401623,-0.049823493,-0.011916745,0.010105928,-0.05914225,0.058321156,0.050932128,-0.23093313,0.077492274,0.013156268,-0.4708924,-0.4671839,0.15371706,-0.11877127,-0.06501974,-0.017974608,0.19219202,0.7550966,-0.041267805,-0.025973922,-0.161078,-0.34898078,1.6182219,-0.0077460604,-0.46906278,1.0455884,-0.030721955,0.6431713,-0.42762434,-0.024977114,-0.46854162,-0.0033417884,0.4168019,-0.7014536,0.063546464,-0.8733939,-0.017172925,-0.12080001,-2.0196526,0.023858551,0.66397387,1.5623887,0.02184806,0.46678194,-0.6593266,-0.548893,2.1692765,0.3850065,-0.018434826,0.014379382,0.07042161,0,,
./cropped_plates/train\plate\LicensePlate_11.jpg,0.025165616,1.1453085,0.036028184,-1.599635,0.08501693,0.3251445,0.050799713,-0.032461956,-1.5897326,0.122419246,0.04159302,-0.77952665,-0.41547656,0.28258252,-0.062027298,-0.47100613,0.033858996,-0.028217396,0.004233538,-0.0228865,-0.8214765,-0.8513272,0.03586959,1.669233,-0.39716488,-1.141167,0.37421545,0.046960913,-0.8422889,-0.40034634,-2.1147108,-0.046426445,-0.05936009,-1.366406,-0.6892422,-1.2025222,0.011127927,0.119171165,-0.33412743,0.05404852,-1.9796113,0.7300144,0.018197805,0.7982813,0.008847411,-0.055092264,-0.12646128,0.040698227,0.94441986,-0.12075526,0.016121596,-0.23910327,0.031970795,0.0646597,0.43700686,-0.091013804,0.07297006,-1.344712,-0.46500248,1.6177826,0.63589036,0.013441811,-0.017357275,1.988353,4,TW52U180,520100
./cropped_plates/train\plate\LicensePlate_110.jpg,-0.030026855,-0.44679147,-0.0052938284,-0.37904513,0.9182371,-1.6213756,-0.013479082,0.056179486,-0.7601169,0.0053188833,0.0009783846,0.6358291,0.21553078,-1.5287488,0.05363878,0.44914648,0.074721314,0.01675244,-0.042249136,0.0047517475,1.0326474,-1.8808354,-0.022825364,1.5674818,-0.57297355,-0.8385673,-0.41801333,0.00030971644,0.640265,0.17097218,-0.9863249,-0.046247,-0.005250213,-0.17358461,0.046578925,-1.6885967,0.022099894,-1.0344684,0.38237008,0.005495757,1.1881758,1.1159691,0.030360673,-0.46417025,-0.11146911,-0.4551319,0.67108804,-0.08790901,0.5760776,0.00040309504,-0.02733227,-0.4253358,0.031292304,-0.102898076,0.8696841,0.018009814,-1.8380138,-0.76323164,1.8900971,-0.39433303,-0.030834315,-0.07290936,0.021405471,-1.4931679,4,HR26DG6167,R260G6167
./cropped_plates/train\plate\LicensePlate_111.jpg,-0.013760151,0.49849892,0.04086196,-0.61796856,-0.99163896,-0.73829615,-0.016673611,-0.028314598,-0.8021248,0.00044496596,0.0072376323,0.07574271,-0.70896745,0.09994647,0.054218836,-0.21247429,0.10224765,0.041914288,-0.078217335,-0.021991178,0.28500035,1.155545,0.019757299,-1.063619,-0.53210104,0.09633272,0.3024361,-0.075775914,-1.2911676,-0.14824943,0.39964733,-0.03989001,-0.033983402,0.13819511,-0.27917117,0.6417459,0.03815976,-0.71887934,-0.3919089,-0.014432672,1.1448563,-1.6617557,-0.009184252,-0.18001768,0.006048127,1.6177958,1.0188637,-0.00969951,0.08669309,-0.019557904,-0.2910051,2.4717932,0.023780711,0.039948497,2.0164266,0.07607909,0.3394676,-0.100200325,-1.216993,-2.1765487,0.3230063,0.0012269123,-0.02065199,-0.77305037,1,Q4,Q45
./cropped_plates/train\plate\LicensePlate_112.jpg,-0.0049377545,1.1077656,0.0069032833,0.28535563,-0.8951798,-0.016681157,0.058707632,-0.0239167,0.6847146,-0.09690081,-0.046286527,0.60843354,-0.5568827,0.12151824,-0.0014961828,0.12807941,0.030663472,-0.049413275,0.20226283,0.051314324,-0.62599164,-0.17044373,0.022352172,1.9556749,-0.39691094,-1.1287547,-0.16477948,0.0033191,0.72745824,0.21648586,-1.4635379,-0.02427863,-0.047026534,0.52985466,0.56224185,0.5193049,0.067669466,2.8407564,1.0206634,0.021602537,-0.14223485,-1.5836239,-0.010760329,0.46080327,-0.15099274,0.217572,1.6585746,0.006482482,1.0216053,-0.05579062,0.125352,-1.3542601,-0.058376554,0.02728149,0.049090438,0.012155589,-0.18473153,0.22223552,0.08629837,0.3562589,-0.41369644,-0.02207163,-0.01568896,-1.5880461,2,,4L413J
./cropped_plates/train\plate\LicensePlate_113.jpg,0.019264538,-0.6429876,-0.03742265,-0.82925254,1.2330924,-0.56518567,-0.015170166,0.05693673,0.07414698,0.27804643,-0.0023714346,-0.11249677,0.83885205,-1.2591581,0.043128707,0.39228827,-0.047162123,0.04681284,-0.99905074,-0.058960367,-1.0766649,1.8581215,-0.04759341,-1.0443141,-0.39309976,-0.55788183,-0.42215502,0.13532734,1.2521245,0.7527267,1.2726206,0.181209,0.0030094855,-0.42573366,-1.2318679,-1.1987551,-0.022472516,-0.34809518,0.41553763,-0.13916054,-0.3029461,1.5549394,0.07868453,1.7218233,0.14585531,0.012926191,-0.7348658,-0.09466651,-0.8602302,0.06632698,-0.10231825,0.4278664,0.02196386,0.8808622,-0.6615053,0.08427753,-1.0377628,0.24974431,-0.5710187,-0.6114927,1.4603145,-0.02223311,0.06645508,-1.3069378,4,TP07BU54Z,TP07B05627
./cropped_plates/train\plate\LicensePlate_114.jpg,-0.032227777,0.5153573,0.010897328,1.2558327,-0.13534622,-0.36705747,-0.09674026,-0.06486649,-0.6463257,0.19948158,-0.0013449383,-0.4031204,0.9454492,0.5419985,-0.0542256,-0.26505837,0.06672891,0.012184653,0.102598056,-0.082859814,0.18659097,-0.6280998,-0.015407765,-0.026780795,-1.7380618,-0.63595974,-0.060575567,0.034248777,-1.0082339,-0.36769345,0.97471154,-0.043493904,0.024069304,-0.859239,0.43755007,-0.41697317,0.040780596,-0.6390759,-0.7139309,0.006132761,0.8742777,-0.6744488,0.03208483,-0.6766811,0.090347975,1.9306152,-0.41979003,0.031617336,1.2261523,0.005330243,0.13779813,2.3091633,0.05271389,1.0290599,0.007005954,0.067258984,-0.61529684,1.2314718,1.220711,-0.72469306,0.03611724,0.0009366181,-0.020294018,0.8230907,4,HR26CT6702,HR26CY6Y
./cropped_plates/train\plate\LicensePlate_115.jpg,0.00427451,0.31420076,0.07182785,-2.671202,-0.033246454,-0.9479487,0.107781895,0.005801482,0.52087325,0.109994076,-0.06332471,0.35950562,-1.376348,-1.4745218,0.047285855,0.33268055,0.04022578,-0.09951356,-0.5540479,0.013595944,0.9735998,0.15463975,-0.04472786,0.5877359,-1.1370485,0.19771855,-0.05179187,0.03225898,1.1137937,0.047849573,-0.7969423,-0.20282716,-0.12608632,0.5417588,-1.068288,-0.27503085,-0.08149182,1.778874,-0.15316147,0.055464856,0.7172452,1.4636934,-0.028184239,-1.3948873,-0.06773331,-1.5241872,-1.6620078,-0.00491859,0.89009404,-0.088954024,0.37817016,0.64026535,-0.018628405,-0.9884636,-1.3305522,-0.11798254,0.8994064,-0.3861578,-1.4585035,0.14292929,-0.7115552,-0.06520662,-0.07567299,0.031770013,1,,
./cropped_plates/train\plate\LicensePlate_116.jpg,-0.056693602,0.120358974,0.10497031,0.15608665,-1.6155351,0.03229573,0.043002937,-0.020763187,1.0446308,-0.11180114,-0.063134,1.001473,-0.20801063,-0.112129256,0.028563932,-0.013823143,0.024359478,-0.036213994,-0.7965464,0.041809212,1.1297592,0.24719894,-0.011813205,0.65467995,0.13784549,-0.99260664,0.1396858,0.03900543,0.9989636,-0.107759066,-1.0935,0.021895636,-0.044828866,-0.7283652,-0.9525553,0.38636255,0.098513596,0.4645607,-1.8950433,-0.046739932,0.48700026,-2.8911045,0.033722896,-2.3969955,-0.0706618,-0.8996606,-0.5516386,0.04342404,0.4581538,-0.046071794,-0.26870638,-0.16273026,-0.058790572,-0.5951112,0.22008687,-0.002697296,0.9640559,0.6481585,-0.7317663,0.16013631,1.1161474,-0.01982912,-0.07591145,-0.26101643,3,,H20EE759
./cropped_plates/train\plate\LicensePlate_117.jpg,-0.038637657,0.6613256,0.011826408,-0.7183252,-0.74850404,-0.46111777,0.02320873,0.02133356,0.327117,0.01039967,-0.048743617,0.6906661,0.05464727,0.2052403,0.01063733,0.2045091,0.07408865,0.095742114,-0.41310573,-0.07215944,0.42686644,-0.4213202,0.0030226498,0.77862895,-1.8982923,-0.9613947,0.33687952,0.112932734,1.6563579,0.26710382,1.3129312,-0.014455822,-0.0017903107,0.00970998,-0.52283204,-1.4426239,0.046617348,-1.1289269,-1.3003297,0.012788629,0.5988312,2.6004066,0.01117214,-0.7046575,-0.05140543,0.9139402,0.044512086,0.0042017717,-0.9776454,-0.0185076,0.26166576,0.9855954,0.07387436,0.46596396,0.55047154,0.035782933,-0.74071,0.25320965,0.3980294,1.139762,1.4061956,-0.040140126,-0.048053328,0.16022731,4,TW38BYK191,TW300YK191
./cropped_plates/train\plate\LicensePlate_118.jpg,0.005004857,0.12826298,-0.0046187667,-1.2681204,1.1525257,-0.047274295,-0.042727545,0.026496937,-1.660346,0.090606585,-0.07704125,-2.2375662,1.0516462,1.106729,-0.113946095,-0.14887132,0.041931123,0.0085513145,-0.18312109,-0.019899003,-0.3658411,-1.304293,-0.01115145,1.5307777,-1.1066114,-1.5363495,-0.11899948,0.07072125,-1.644584,-0.5357264,1.8407707,-0.20996702,-0.0054238266,0.5735255,-1.2645594,0.34717208,0.018249035,1.2458493,1.1719005,-0.0045376066,0.4398202,0.11560145,0.041345622,-0.07248555,0.0038334094,-0.2570691,-1.0110397,-0.017974459,0.13488398,-0.020028867,0.13407458,-0.54756063,0.051734053,0.11181305,-0.09085537,0.04118635,0.03114291,-0.8686886,1.1780182,-0.3026338,0.31331882,-0.017180797,0.017322153,-0.6466548,2,5M0959,
./cropped_plates/train\plate\LicensePlate_119.jpg,-0.025332915,0.9053129,-0.0022821906,1.6518942,-0.280759,-0.123740934,0.11805192,0.052145716,0.54129773,0.1190521,0.020935308,0.93293184,-0.2780657,-0.053207073,0.09308953,0.11629678,0.040770516,0.026475051,-0.017813098,-0.052812565,-0.6780968,-1.5940888,0.03940975,1.1087312,-0.20233348,0.18170677,0.060691386,-0.0483189,0.036046967,-0.36597174,1.474987,-0.15748155,0.011573788,0.6315162,-1.205028,0.7317212,-0.023542803,-1.5654737,0.11760301,0.03100572,-1.735562,2.0601845,0.039545774,0.55678004,0.036155,0.20838386,-0.30060837,-0.08622736,-0.645573,-0.018610217,0.41204232,-1.0110804,0.0027169178,-2.8451536,0.33621863,0.00935322,0.36762834,-0.6911445,-0.9759686,0.39192414,0.5647697,0.004878572,-0.00930827,-0.14108114,0,,
./cropped_plates/train\plate\LicensePlate_12.jpg,0.032339472,0.40071648,-0.020024981,-0.61678547,-1.7798159,0.47905594,-0.025596041,0.04675705,-1.0960891,-0.04580002,-0.020389259,0.58050495,0.20086624,0.8115581,-0.12872738,0.1103987,0.0405308,0.07746444,0.22252698,-0.015596237,-2.250361,-1.0218334,-0.024068408,-0.474416,-0.5706509,0.5377914,-0.63356787,-0.12205412,0.01081421,1.008598,0.98097086,0.03163466,-0.026623825,0.052243527,-0.2684,0.40137017,0.034899093,1.4985162,0.18774407,-0.0328455,0.16914919,-0.7425472,0.06602648,-0.9997176,0.10852785,-1.2754148,0.64927375,0.0018314607,-1.0751854,0.0425404,0.15734927,0.24175082,-0.05611065,-1.6841799,2.8450618,0.054596744,-0.5306704,1.2368193,0.34480163,-1.1062613,-0.7700421,0.09397396,0.085022084,-0.76813334,0,,
./cropped_plates/train\plate\LicensePlate_120.jpg,0.014060484,-0.081128076,-0.024522502,0.092748605,1.0243789,0.9004886,-0.07838018,-0.07825057,-1.795667,-0.1951487,0.01761513,-0.18321301,0.802572,1.9306039,0.014661856,0.5338475,-0.030081222,0.053515524,-0.1708512,-0.10105113,-1.3375154,-0.049450044,-0.02456702,-0.8864202,1.270626,0.4133343,0.060581647,0.059503302,-0.26285562,0.68319213,-1.7413344,0.0087434575,0.009663465,-1.4890656,1.169426,-1.3003001,0.027716994,-0.74897003,0.33956358,0.05369565,1.800147,-0.67314947,0.021715824,-1.4720685,-0.09228099,0.9275488,-0.30026183,0.04623143,-0.67429805,0.046217173,0.1101464,0.9684612,0.06783518,0.054656837,-0.5475047,0.01802462,0.7935646,0.91265446,-0.4079801,-0.21751967,0.81006384,0.011478017,-0.011735443,0.6949597,1,,
./cropped_plates/train\plate\LicensePlate_121.jpg,0.09633272,-0.6454559,-0.018409267,0.8495014,-0.9199079,-2.422712,-0.05168456,-0.06348775,-0.59947973,-0.12101717,0.05309053,-0.731382,0.6398246,2.6417353,0.1927428,0.36316466,-0.020014586,0.10480976,-0.38373435,0.078269154,0.06122052,1.8883533,0.04004005,-0.4376092,-0.08813843,-0.12499484,0.09790545,0.016214421,-0.8729252,0.5159197,-1.8323846,0.16775812,-0.0613481,0.33165282,-0.6069063,-0.49519253,0.02785274,-0.57848614,0.7828786,-0.045981046,-1.5541421,-0.358257,0.018181026,-1.3606138,0.019368004,0.11238649,-0.22089466,0.0058476254,-1.0606444,0.07243169,-0.07996254,1.1073765,0.0062140403,-0.019310217,-0.7670531,0.071720555,0.16959298,0.8413839,-1.8033146,-1.3685063,0.66738325,-0.008650747,0.0172781,0.38445142,0,,
./cropped_plates/train\plate\LicensePlate_122.jpg,-0.06712857,0.25167984,-0.007533827,-1.0433437,-1.5736732,0.44429952,0.052597415,0.068817444,1.010227,0.13190204,0.08688148,-1.2872996,-1.1870474,1.5553558,0.08854196,-0.097547114,0.062632866,0.07333116,-0.18664157,-0.07894876,-0.43364272,-1.7161424,-0.035593122,-0.93709695,-0.13456264,0.3742055,0.137614,-0.04166544,0.15569213,-0.80851793,1.0541747,-0.029258683,0.0676341,0.8957963,-0.0132475495,-1.0235798,-0.02437177,-0.016554903,1.6392877,0.04926036,0.2195755,1.9960923,-0.028957445,0.60585845,0.030515257,-0.76487786,1.4592664,-0.10444079,0.38067618,0.011561899,0.7972928,1.2884152,0.018600453,-1.3660114,-1.0311265,-0.08767557,2.070008,-0.11928111,0.57774216,-1.5292759,-1.2151996,0.12305899,0.07679583,-1.4437857,0,,VY
./cropped_plates/train\plate\LicensePlate_123.jpg,-0.033632476,2.1844966,-0.026386444,1.6326482,0.12341046,1.8293577,0.039839502,-0.024579927,-0.24930242,-0.028098032,-0.049746346,-1.3990064,0.1277113,-0.82803017,0.099855036,-0.06134038,-0.015113564,0.09455089,-0.0553591,-0.016013933,-0.4121,-0.10957042,0.03162303,-0.69498664,0.5615719,-0.80801857,0.24160878,0.04686644,-0.6076552,-0.0851004,0.10460374,0.0977376,0.013014795,1.1433092,-0.4109286,0.9710225,0.022776723,0.95454586,0.6383465,0.0047696233,-0.14467047,1.5142496,-0.08169683,-0.7426697,-0.085525095,0.298497,0.73917073,0.07055788,0.56493187,-0.057358507,-0.055216946,0.20956498,-0.030982345,0.59789455,-1.5117378,-0.019619277,-0.48111445,0.5688222,-0.683161,-2.1630678,0.15413272,-0.043626223,0.023571847,0.03169503,0,,R
./cropped_plates/train\plate\LicensePlate_124.jpg,0.026077764,0.2600255,0.03748152,0.0064612776,1.3336477,1.804321,-0.040022995,-0.07085573,-0.72309893,0.115865126,-0.02164248,0.050717384,-0.3670481,0.64917743,-0.18310794,-0.18720503,0.02194743,0.05000927,-0.38112172,-0.0098821465,1.1063992,2.004472,-0.023460709,-0.72858447,0.28255215,-1.0545508,0.19570406,0.020559542,-1.6330127,0.098666206,0.18584721,0.06824754,0.012143731,-1.2441121,0.4739111,-0.48693907,0.002869659,0.3793273,0.68562585,-0.00875967,-0.3918158,0.16637671,0.019804467,2.0679872,-0.008073503,-1.4798154,0.5587636,0.108319685,0.5893961,-0.041228063,-0.20909569,0.5468754,-0.020288344,1.177459,-0.28535286,-0.090080455,0.6841862,0.19425865,-1.7624222,-2.0217454,0.15422358,0.0145677915,-0.0012203665,1.560566,4,WHZ0DJ0419,WHZ00J0419
